Age,Revenu,Montant_Credit,Duree_Mois,Score_Credit,Nb_Credits_Prec,Ratio_Dette_Revenu,Statut_Emploi,Niveau_Education,Type_Propriete,Historique_Credit,Objet_Credit,Defaut_Paiement
32,26.3,14.71,23,549,0,33.73,CDI,Licence,Propriétaire,Mauvais,Automobile,1
51,67.1,12.14,48,437,6,96.4,CDI,Master,Locataire,Excellent,Consommation,1
59,65.48,19.07,17,574,9,2.19,CDI,Master,Locataire,Acceptable,Automobile,1
72,134.65,9.77,8,763,7,76.87,CDI,Bac,Locataire,Bon,Consommation,1
61,35.44,5.84,12,440,10,96.56,Retraité,Bac,Locataire,Bon,Consommation,1
66,35.5,41.21,11,555,7,33.89,CDI,Licence,Propriétaire,Mauvais,Consommation,1
57,59.36,11.21,50,755,6,64.81,CDI,Master,Propriétaire,Bon,Immobilier,0
28,22.35,39.92,44,733,10,56.22,Chômeur,Licence,Locataire,Acceptable,Immobilier,0
78,39.63,40.89,56,472,8,76.15,CDD,Licence,Locataire,Bon,Immobilier,1
20,145.3,29.21,14,772,0,86.62,CDI,Licence,Propriétaire,Excellent,Professionnel,1
76,72.8,18.94,28,722,1,60.3,Chômeur,Bac,Locataire,Acceptable,Immobilier,1
23,100.32,11.53,17,738,2,81.59,Indépendant,Licence,Locataire,Mauvais,Automobile,1
26,113.03,38.16,67,356,4,31.23,CDI,Master,Propriétaire,Acceptable,Immobilier,1
23,64.54,32.06,78,797,3,22.86,CDD,Doctorat,Locataire,Excellent,Immobilier,1
26,34.88,34.5,82,468,3,43.07,Chômeur,Licence,Propriétaire,Bon,Immobilier,1
56,42.89,5.39,45,727,7,67.77,CDD,Bac,Propriétaire,Bon,Immobilier,0
48,57.29,46.74,59,718,7,18.72,Indépendant,Licence,Locataire,Bon,Automobile,0
49,100.87,7.98,12,646,10,68.04,Retraité,Master,Propriétaire,Excellent,Professionnel,0
58,68.77,21.51,22,816,6,39.41,CDD,Bac,Propriétaire,Excellent,Consommation,0
67,15.92,23.12,55,754,0,79.56,CDI,Master,Locataire,Acceptable,Consommation,0
29,85.66,5.06,29,501,9,3.68,CDI,Master,Locataire,Acceptable,Automobile,0
25,139.4,27.37,7,478,3,66.8,CDD,Licence,Propriétaire,Acceptable,Consommation,1
25,124.63,38.88,38,356,0,64.98,CDI,Licence,Propriétaire,Mauvais,Professionnel,1
67,126.4,42.05,26,800,10,94.09,Retraité,Master,Propriétaire,Bon,Professionnel,1
45,122.33,44.57,79,411,4,71.34,CDI,Licence,Locataire,Acceptable,Immobilier,0
79,58.7,26.95,58,447,2,79.63,CDD,Bac,Propriétaire,Acceptable,Consommation,1
37,118.3,33.38,51,677,2,90.46,Indépendant,Bac,Propriétaire,Mauvais,Immobilier,1
79,34.33,8.58,50,647,3,67.51,CDD,Bac,Propriétaire,Bon,Automobile,0
64,103.79,26.96,14,657,1,29.02,CDI,Master,Propriétaire,Bon,Immobilier,0
76,101.61,11.97,11,355,6,86.98,CDI,Licence,Propriétaire,Acceptable,Consommation,0
80,18.45,21.63,56,615,3,74.76,CDD,Licence,Propriétaire,Mauvais,Automobile,1
24,121.38,19.82,40,484,4,42.44,Chômeur,Master,Autre,Acceptable,Immobilier,1
28,136.94,24.06,58,353,1,71.05,CDD,Licence,Autre,Acceptable,Consommation,0
37,51.1,30.72,24,336,5,86.77,CDI,Master,Propriétaire,Bon,Automobile,0
33,124.67,45.63,74,569,8,97.57,CDI,Licence,Locataire,Acceptable,Immobilier,1
21,26.12,22.75,30,807,7,95.24,Indépendant,Licence,Locataire,Acceptable,Automobile,1
23,96.0,49.15,16,527,7,32.53,Chômeur,Licence,Propriétaire,Acceptable,Automobile,1
75,80.56,39.16,79,727,1,42.17,CDI,Doctorat,Propriétaire,Acceptable,Immobilier,0
39,88.7,28.02,22,300,3,10.95,Indépendant,Master,Propriétaire,Excellent,Immobilier,1
43,140.04,33.98,41,322,7,24.75,CDI,Bac,Locataire,Acceptable,Professionnel,1
80,132.63,9.6,26,802,10,88.24,CDD,Doctorat,Locataire,Bon,Consommation,0
20,120.99,43.0,23,747,0,36.08,Indépendant,Master,Locataire,Mauvais,Immobilier,1
80,51.95,31.21,65,795,7,62.06,CDI,Bac,Locataire,Bon,Automobile,1
58,138.1,49.37,23,724,2,66.6,CDD,Bac,Locataire,Bon,Automobile,1
77,28.16,33.64,6,317,7,78.18,CDI,Licence,Locataire,Mauvais,Automobile,1
59,130.2,42.54,19,744,5,18.28,CDI,Licence,Locataire,Excellent,Automobile,0
31,59.3,40.99,13,338,6,30.48,CDD,Licence,Propriétaire,Bon,Immobilier,1
28,22.26,20.55,71,509,1,44.83,CDI,Bac,Propriétaire,Acceptable,Immobilier,0
35,105.36,16.68,56,510,0,36.48,CDD,Licence,Locataire,Bon,Immobilier,0
71,46.22,24.37,84,580,5,98.29,CDI,Bac,Locataire,Bon,Automobile,1
29,47.88,26.03,65,432,2,83.49,CDD,Bac,Propriétaire,Acceptable,Professionnel,0
40,56.32,15.8,39,748,3,47.97,CDI,Licence,Locataire,Bon,Professionnel,0
29,23.6,45.26,41,563,8,87.93,Indépendant,Licence,Autre,Excellent,Professionnel,0
30,38.91,29.41,67,410,2,34.77,CDD,Licence,Locataire,Bon,Professionnel,1
42,15.69,49.03,6,537,1,78.58,Retraité,Master,Propriétaire,Excellent,Immobilier,0
62,75.13,41.45,47,756,1,22.37,Chômeur,Bac,Locataire,Bon,Consommation,1
68,26.37,30.01,6,815,1,77.23,CDI,Bac,Propriétaire,Excellent,Immobilier,0
75,107.16,47.62,59,472,5,45.65,CDI,Bac,Propriétaire,Acceptable,Consommation,0
36,46.81,27.72,52,492,1,10.75,CDD,Licence,Locataire,Bon,Consommation,1
72,142.38,44.92,44,814,10,27.33,CDD,Master,Locataire,Excellent,Automobile,0
63,132.62,21.12,35,708,6,40.23,CDI,Licence,Propriétaire,Bon,Automobile,0
53,54.07,22.04,12,383,6,74.93,CDI,Licence,Locataire,Bon,Immobilier,1
62,120.73,23.82,27,379,6,7.3,CDD,Licence,Propriétaire,Bon,Immobilier,0
25,123.44,29.6,55,508,1,65.95,Chômeur,Licence,Locataire,Bon,Professionnel,1
46,148.19,29.91,50,821,6,71.6,Chômeur,Licence,Locataire,Mauvais,Consommation,1
72,95.71,27.34,79,498,9,65.39,CDI,Licence,Propriétaire,Bon,Immobilier,0
70,26.07,18.77,77,533,7,76.07,CDI,Bac,Propriétaire,Bon,Immobilier,1
72,102.32,46.72,15,543,7,17.82,CDI,Master,Locataire,Acceptable,Immobilier,0
49,99.37,31.49,19,692,1,58.71,CDD,Licence,Propriétaire,Bon,Professionnel,0
68,101.18,23.35,51,745,4,94.11,Indépendant,Bac,Propriétaire,Excellent,Professionnel,0
61,56.46,34.3,80,692,5,61.08,Indépendant,Licence,Propriétaire,Excellent,Automobile,0
35,131.06,39.56,11,308,8,61.13,CDD,Doctorat,Propriétaire,Mauvais,Consommation,1
23,144.53,48.23,26,452,5,73.64,CDI,Bac,Locataire,Mauvais,Consommation,1
35,44.39,27.48,67,409,9,33.32,CDI,Bac,Propriétaire,Excellent,Immobilier,0
36,26.9,10.04,24,565,5,70.05,Chômeur,Licence,Locataire,Bon,Professionnel,1
39,41.26,24.83,67,672,9,91.62,CDI,Licence,Propriétaire,Excellent,Automobile,0
54,125.77,26.55,58,451,9,1.09,CDI,Bac,Locataire,Acceptable,Immobilier,1
49,106.35,45.36,29,714,5,87.01,Indépendant,Master,Locataire,Excellent,Automobile,1
73,100.87,22.77,61,625,8,21.86,Indépendant,Licence,Propriétaire,Excellent,Automobile,0
58,69.24,47.9,67,850,9,45.59,Chômeur,Master,Autre,Acceptable,Automobile,1
76,93.01,26.83,39,475,6,85.23,CDI,Licence,Propriétaire,Bon,Consommation,0
20,56.56,48.82,27,824,0,82.39,CDD,Master,Locataire,Excellent,Consommation,1
45,79.42,5.37,73,614,0,89.19,CDD,Licence,Autre,Acceptable,Consommation,1
27,122.06,45.45,62,366,3,94.04,Chômeur,Bac,Locataire,Acceptable,Automobile,1
68,147.47,46.9,15,483,1,44.72,Indépendant,Master,Locataire,Acceptable,Automobile,0
52,140.89,48.25,71,334,2,65.64,Indépendant,Bac,Propriétaire,Mauvais,Immobilier,1
78,141.07,5.59,13,804,6,39.05,CDI,Master,Propriétaire,Bon,Automobile,0
46,69.3,12.73,43,375,6,35.07,Indépendant,Licence,Propriétaire,Excellent,Immobilier,1
71,78.29,34.42,67,771,2,43.16,CDI,Doctorat,Autre,Excellent,Professionnel,1
80,110.26,6.15,33,822,1,74.31,CDI,Licence,Autre,Bon,Professionnel,0
32,139.5,7.86,15,582,0,50.14,CDI,Master,Propriétaire,Excellent,Immobilier,0
50,34.17,14.95,50,835,8,81.41,CDD,Bac,Propriétaire,Bon,Consommation,0
24,56.07,28.06,70,573,9,74.52,CDI,Licence,Propriétaire,Excellent,Consommation,0
29,33.8,29.57,72,838,2,2.05,Chômeur,Master,Propriétaire,Bon,Professionnel,1
66,97.62,6.54,14,353,8,63.02,Indépendant,Master,Propriétaire,Excellent,Automobile,1
47,56.35,12.67,10,354,3,43.66,CDI,Bac,Locataire,Bon,Consommation,0
38,59.02,27.49,15,576,9,45.66,CDD,Licence,Locataire,Acceptable,Automobile,1
48,24.57,31.73,17,742,5,81.84,CDI,Licence,Locataire,Bon,Immobilier,0
75,62.22,11.68,63,717,6,54.76,CDI,Bac,Locataire,Bon,Immobilier,0
78,131.44,22.95,26,524,9,88.56,CDD,Licence,Locataire,Mauvais,Immobilier,1
41,46.46,45.7,26,554,5,71.28,Chômeur,Master,Locataire,Acceptable,Immobilier,1
37,108.85,49.95,70,475,0,55.28,CDD,Licence,Propriétaire,Bon,Immobilier,0
54,100.0,49.42,8,445,5,75.45,Indépendant,Licence,Propriétaire,Bon,Consommation,1
21,131.57,44.68,74,684,10,3.83,Indépendant,Doctorat,Propriétaire,Bon,Consommation,1
45,32.86,22.76,69,561,5,2.71,CDI,Bac,Locataire,Excellent,Professionnel,1
61,146.97,35.9,54,830,4,8.33,CDD,Licence,Autre,Excellent,Immobilier,0
79,93.65,23.75,77,670,2,43.76,Indépendant,Master,Locataire,Bon,Professionnel,0
37,149.39,34.18,22,496,9,23.55,CDI,Master,Locataire,Bon,Automobile,1
77,138.05,18.92,78,583,2,98.43,Chômeur,Master,Propriétaire,Excellent,Automobile,1
41,44.9,32.28,37,601,10,54.23,Indépendant,Master,Locataire,Bon,Consommation,1
67,22.58,28.57,75,431,9,66.24,CDI,Bac,Locataire,Excellent,Consommation,0
66,49.51,6.1,26,419,6,27.88,Retraité,Licence,Locataire,Mauvais,Immobilier,1
68,86.22,40.58,12,435,7,32.18,CDI,Master,Locataire,Excellent,Consommation,1
49,38.17,5.54,12,828,2,33.55,Chômeur,Bac,Locataire,Excellent,Consommation,1
58,37.61,18.19,32,333,2,69.87,CDI,Bac,Propriétaire,Bon,Professionnel,1
53,77.45,5.27,13,831,6,47.37,Indépendant,Master,Propriétaire,Bon,Professionnel,1
75,19.49,21.93,78,507,9,51.77,CDD,Master,Locataire,Bon,Consommation,1
70,31.45,7.84,33,598,6,59.2,Indépendant,Licence,Locataire,Bon,Consommation,1
51,71.14,46.11,84,821,10,76.88,CDI,Master,Propriétaire,Bon,Professionnel,0
53,23.52,23.71,71,393,8,9.04,CDI,Master,Locataire,Acceptable,Professionnel,1
19,68.56,25.68,76,713,5,77.69,CDI,Doctorat,Locataire,Excellent,Consommation,0
32,78.99,20.74,52,670,6,56.32,Chômeur,Master,Propriétaire,Bon,Consommation,1
51,75.92,33.24,15,708,10,66.91,CDI,Licence,Propriétaire,Mauvais,Immobilier,0
53,132.34,40.3,38,682,9,32.76,CDD,Master,Propriétaire,Excellent,Consommation,0
23,86.56,34.17,12,740,0,40.94,Indépendant,Licence,Propriétaire,Bon,Immobilier,1
56,78.18,38.67,8,746,6,23.12,Chômeur,Master,Propriétaire,Excellent,Automobile,0
59,70.45,45.77,19,370,1,97.93,CDI,Master,Propriétaire,Excellent,Automobile,1
68,125.38,43.86,49,383,6,49.7,Chômeur,Bac,Propriétaire,Bon,Immobilier,1
68,135.83,35.33,51,508,2,99.61,CDI,Bac,Locataire,Excellent,Immobilier,0
75,130.19,14.66,66,558,8,48.98,Indépendant,Bac,Locataire,Excellent,Consommation,1
71,105.93,33.7,41,538,4,21.98,Indépendant,Master,Locataire,Bon,Consommation,0
78,33.54,27.77,18,601,6,50.75,CDI,Master,Locataire,Excellent,Automobile,1
29,52.38,37.27,21,531,7,3.96,CDI,Licence,Autre,Acceptable,Consommation,0
20,21.22,42.48,10,581,1,90.48,CDD,Licence,Locataire,Acceptable,Professionnel,1
62,140.66,38.42,43,693,10,81.86,CDI,Master,Autre,Bon,Automobile,0
35,104.21,43.1,55,717,0,72.58,Chômeur,Licence,Propriétaire,Mauvais,Automobile,0
57,115.76,7.87,43,505,6,60.98,CDI,Bac,Locataire,Acceptable,Automobile,1
38,57.06,6.42,61,563,5,57.98,Chômeur,Licence,Locataire,Acceptable,Professionnel,1
32,129.16,16.63,68,610,5,99.67,CDD,Master,Propriétaire,Excellent,Automobile,0
50,50.05,45.53,53,378,1,27.8,Retraité,Master,Propriétaire,Acceptable,Professionnel,1
52,15.22,42.06,64,641,2,77.97,Indépendant,Licence,Locataire,Mauvais,Immobilier,1
43,65.82,35.72,82,394,3,58.14,Indépendant,Bac,Propriétaire,Excellent,Immobilier,1
25,92.05,36.53,49,650,2,97.59,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
53,79.63,37.7,60,361,1,82.78,CDD,Master,Locataire,Acceptable,Automobile,1
65,131.38,47.42,60,441,2,99.85,CDI,Licence,Locataire,Bon,Automobile,0
47,29.23,42.45,6,410,5,58.83,CDI,Licence,Locataire,Bon,Automobile,0
40,89.77,33.05,13,826,8,20.45,CDD,Bac,Locataire,Excellent,Automobile,1
59,84.25,34.96,9,456,3,50.37,Indépendant,Master,Locataire,Excellent,Automobile,0
61,52.99,14.62,58,838,5,71.11,CDI,Bac,Propriétaire,Excellent,Consommation,1
31,126.0,34.58,63,308,0,77.44,CDD,Bac,Locataire,Bon,Consommation,1
31,116.63,24.11,42,575,5,0.05,CDD,Master,Propriétaire,Bon,Consommation,0
19,113.94,11.88,54,526,2,50.5,CDI,Doctorat,Locataire,Mauvais,Professionnel,1
72,133.29,41.29,72,485,8,23.52,CDD,Licence,Propriétaire,Bon,Automobile,0
54,112.58,27.96,24,515,3,87.49,Indépendant,Licence,Propriétaire,Bon,Immobilier,1
22,46.3,48.98,6,732,6,15.29,CDI,Licence,Propriétaire,Excellent,Immobilier,0
55,110.25,17.68,34,655,3,66.65,Indépendant,Bac,Locataire,Acceptable,Immobilier,1
62,56.54,26.63,38,691,10,26.61,CDD,Bac,Autre,Bon,Automobile,0
58,47.69,25.16,57,574,5,35.65,Indépendant,Licence,Propriétaire,Acceptable,Professionnel,1
79,24.86,10.44,46,793,6,94.06,CDI,Bac,Propriétaire,Excellent,Consommation,0
71,115.44,24.18,28,750,1,24.04,Indépendant,Master,Locataire,Bon,Immobilier,0
77,110.99,17.94,10,719,9,9.5,CDI,Bac,Locataire,Bon,Automobile,0
78,46.66,12.21,76,463,5,6.93,CDI,Licence,Propriétaire,Excellent,Consommation,0
64,116.17,17.7,62,482,7,50.46,CDI,Licence,Propriétaire,Acceptable,Professionnel,1
31,138.91,15.5,11,609,5,64.17,Chômeur,Licence,Propriétaire,Bon,Immobilier,0
73,29.58,38.03,54,316,1,32.73,Indépendant,Licence,Locataire,Bon,Automobile,1
56,46.41,6.38,27,745,3,69.03,CDI,Master,Propriétaire,Acceptable,Professionnel,1
42,116.29,32.79,82,469,0,6.1,CDI,Licence,Propriétaire,Bon,Professionnel,1
37,52.06,39.23,81,579,6,85.73,CDI,Master,Propriétaire,Excellent,Immobilier,0
19,99.33,26.63,9,639,7,81.66,CDI,Licence,Locataire,Mauvais,Immobilier,1
56,25.96,46.92,77,818,9,98.55,CDD,Bac,Autre,Bon,Automobile,0
23,76.05,36.85,69,310,1,93.65,CDD,Licence,Locataire,Acceptable,Consommation,1
34,114.78,38.66,42,823,9,35.62,Chômeur,Licence,Locataire,Acceptable,Immobilier,0
76,107.68,13.86,36,432,4,39.93,Retraité,Master,Locataire,Excellent,Professionnel,0
42,125.03,39.98,42,447,10,74.6,CDD,Master,Propriétaire,Bon,Immobilier,1
74,133.46,42.44,50,378,7,13.41,CDI,Bac,Locataire,Excellent,Automobile,0
45,119.38,21.26,13,645,10,31.4,CDI,Bac,Propriétaire,Bon,Consommation,0
19,105.66,14.6,45,548,7,11.85,CDD,Bac,Locataire,Acceptable,Immobilier,1
52,19.28,22.33,10,841,4,45.49,CDD,Doctorat,Autre,Excellent,Automobile,1
54,87.22,38.28,33,323,7,55.2,CDD,Bac,Locataire,Excellent,Automobile,1
22,20.09,23.79,14,770,5,21.12,Retraité,Licence,Locataire,Bon,Consommation,1
80,124.09,38.15,7,500,4,2.66,Chômeur,Licence,Locataire,Bon,Immobilier,1
18,58.3,10.11,68,430,10,71.94,CDI,Licence,Locataire,Acceptable,Automobile,1
57,90.93,41.27,56,655,3,2.0,CDI,Bac,Propriétaire,Acceptable,Consommation,1
29,52.73,16.39,36,449,4,97.34,Indépendant,Bac,Locataire,Acceptable,Automobile,1
73,120.64,16.2,12,825,3,22.16,Indépendant,Licence,Propriétaire,Acceptable,Professionnel,1
53,134.68,31.57,35,603,0,66.39,CDI,Bac,Locataire,Excellent,Automobile,0
62,68.82,8.16,63,840,2,43.48,Indépendant,Bac,Propriétaire,Bon,Automobile,1
40,131.49,6.18,8,349,7,5.97,CDD,Bac,Propriétaire,Bon,Automobile,1
64,51.06,16.75,56,763,6,47.22,CDD,Licence,Locataire,Mauvais,Consommation,0
48,87.18,29.21,61,539,6,51.68,CDI,Licence,Propriétaire,Bon,Immobilier,0
28,130.93,45.84,78,781,10,85.47,Chômeur,Bac,Propriétaire,Mauvais,Consommation,1
27,58.99,43.09,15,754,2,73.23,CDD,Licence,Locataire,Acceptable,Immobilier,1
20,143.8,27.07,66,582,8,7.93,CDI,Bac,Locataire,Acceptable,Automobile,1
71,31.45,6.67,55,634,5,20.92,Indépendant,Licence,Propriétaire,Bon,Automobile,0
31,17.47,29.09,52,651,7,31.19,Indépendant,Bac,Locataire,Bon,Immobilier,0
33,137.06,36.72,6,626,7,11.64,Chômeur,Licence,Locataire,Bon,Immobilier,1
27,24.27,20.26,62,635,2,45.69,CDI,Bac,Locataire,Bon,Immobilier,1
46,148.91,10.0,43,380,3,98.43,Retraité,Master,Locataire,Mauvais,Immobilier,1
27,143.44,17.54,67,386,5,51.46,CDI,Bac,Propriétaire,Acceptable,Consommation,1
29,33.5,39.72,84,557,1,74.19,CDD,Master,Propriétaire,Acceptable,Consommation,1
47,87.57,20.81,75,484,10,68.29,CDD,Master,Propriétaire,Bon,Immobilier,1
58,39.96,41.54,70,422,6,84.99,CDI,Licence,Propriétaire,Excellent,Immobilier,1
18,72.8,19.38,67,395,1,21.57,CDD,Master,Propriétaire,Acceptable,Consommation,1
22,23.29,12.36,61,814,10,75.38,Chômeur,Bac,Propriétaire,Bon,Immobilier,1
37,45.23,24.61,72,742,4,88.14,CDD,Bac,Locataire,Acceptable,Professionnel,1
25,64.04,25.35,22,813,3,17.15,CDD,Bac,Locataire,Acceptable,Immobilier,1
60,74.22,5.72,13,670,8,34.68,CDI,Bac,Locataire,Excellent,Consommation,0
29,146.96,10.27,65,604,1,97.01,CDI,Licence,Propriétaire,Bon,Automobile,1
18,124.06,13.32,45,656,6,78.08,CDI,Licence,Propriétaire,Acceptable,Immobilier,1
74,114.55,10.11,67,447,6,28.26,Retraité,Bac,Locataire,Bon,Immobilier,0
71,87.5,20.37,46,584,6,56.39,Indépendant,Licence,Propriétaire,Bon,Consommation,1
37,128.4,48.41,17,561,0,40.43,Retraité,Bac,Locataire,Excellent,Immobilier,0
45,60.81,27.92,59,790,7,49.0,CDI,Licence,Locataire,Excellent,Automobile,0
74,110.7,33.24,16,330,1,35.52,CDD,Doctorat,Propriétaire,Acceptable,Immobilier,0
60,149.16,21.04,65,567,4,27.93,CDI,Licence,Propriétaire,Excellent,Automobile,0
54,57.47,19.56,73,311,1,67.48,Indépendant,Licence,Propriétaire,Acceptable,Automobile,1
64,105.99,6.04,83,490,4,77.85,CDI,Licence,Propriétaire,Bon,Automobile,0
54,128.98,27.52,51,699,6,87.4,CDI,Master,Propriétaire,Mauvais,Immobilier,0
29,138.63,26.76,43,836,5,15.53,CDD,Bac,Propriétaire,Mauvais,Automobile,1
54,111.92,12.1,66,390,4,82.29,CDI,Doctorat,Locataire,Acceptable,Consommation,0
66,53.29,39.39,22,800,3,25.48,CDD,Licence,Propriétaire,Bon,Professionnel,1
66,59.05,27.17,71,600,7,42.73,CDD,Licence,Locataire,Bon,Consommation,1
73,17.8,20.25,77,410,10,90.14,Indépendant,Doctorat,Propriétaire,Excellent,Immobilier,1
61,117.72,11.61,41,379,7,45.45,Retraité,Master,Propriétaire,Excellent,Immobilier,0
73,20.77,29.85,79,732,0,19.71,CDI,Licence,Propriétaire,Bon,Immobilier,0
45,131.73,38.88,12,716,9,15.99,CDD,Bac,Propriétaire,Acceptable,Immobilier,0
64,31.02,17.69,21,513,1,47.3,Indépendant,Master,Propriétaire,Bon,Immobilier,1
32,38.2,14.85,19,746,2,76.27,CDD,Licence,Propriétaire,Bon,Immobilier,0
23,79.33,28.49,30,317,0,99.72,CDI,Licence,Propriétaire,Bon,Immobilier,1
61,114.61,11.99,9,353,10,78.74,Indépendant,Bac,Propriétaire,Mauvais,Immobilier,1
76,33.77,35.0,34,539,2,87.7,CDI,Licence,Locataire,Excellent,Immobilier,1
78,74.41,32.24,61,717,9,74.78,CDI,Master,Locataire,Excellent,Immobilier,1
37,80.18,8.92,11,785,7,89.54,CDI,Bac,Propriétaire,Mauvais,Immobilier,0
67,43.66,6.64,6,743,3,7.63,CDI,Master,Propriétaire,Excellent,Consommation,0
31,30.6,32.91,44,422,6,92.99,CDI,Bac,Locataire,Acceptable,Immobilier,0
19,127.92,18.24,6,719,6,39.64,CDI,Bac,Locataire,Bon,Immobilier,1
26,82.83,8.89,68,515,10,92.16,CDI,Licence,Autre,Bon,Immobilier,1
80,16.94,39.17,62,719,4,7.57,CDI,Master,Propriétaire,Bon,Automobile,0
54,123.4,19.13,72,850,0,71.52,CDI,Doctorat,Propriétaire,Acceptable,Consommation,0
37,147.41,25.68,70,527,9,73.57,CDD,Master,Locataire,Excellent,Immobilier,0
43,96.8,15.66,70,536,3,99.69,CDI,Bac,Locataire,Excellent,Automobile,1
46,83.0,33.23,26,629,6,76.89,CDI,Doctorat,Propriétaire,Bon,Consommation,0
18,133.59,18.57,35,768,4,38.26,CDI,Master,Locataire,Bon,Automobile,0
72,143.59,48.56,38,786,1,55.72,CDI,Bac,Propriétaire,Bon,Consommation,0
52,116.86,36.63,53,848,7,36.66,CDI,Licence,Propriétaire,Mauvais,Consommation,0
23,75.14,11.15,27,714,1,19.6,CDI,Licence,Propriétaire,Mauvais,Immobilier,1
54,94.95,23.75,59,518,10,24.85,CDD,Licence,Propriétaire,Excellent,Automobile,0
70,109.63,22.34,9,680,7,22.2,CDD,Doctorat,Locataire,Bon,Consommation,1
76,41.23,29.04,60,386,10,54.88,Chômeur,Bac,Locataire,Excellent,Professionnel,1
22,75.37,42.89,49,760,1,90.62,CDD,Licence,Locataire,Mauvais,Consommation,0
50,127.03,31.25,17,710,10,91.27,CDD,Bac,Propriétaire,Bon,Immobilier,1
66,103.39,7.77,84,824,4,5.48,CDI,Licence,Propriétaire,Bon,Immobilier,0
68,70.51,34.49,79,746,3,7.99,Indépendant,Master,Propriétaire,Acceptable,Consommation,0
31,104.55,5.37,57,599,0,24.51,CDI,Bac,Propriétaire,Bon,Automobile,0
29,30.96,40.1,81,707,7,25.51,CDD,Licence,Locataire,Excellent,Automobile,0
59,69.2,35.0,70,674,9,9.49,CDI,Doctorat,Propriétaire,Bon,Automobile,0
37,122.07,18.9,70,532,2,38.85,CDD,Master,Locataire,Bon,Immobilier,1
70,44.77,18.16,15,348,3,58.77,Chômeur,Licence,Locataire,Acceptable,Consommation,1
67,40.1,40.92,23,485,3,57.82,Chômeur,Bac,Propriétaire,Bon,Consommation,1
41,143.36,40.25,52,504,4,54.34,CDI,Licence,Locataire,Excellent,Automobile,0
76,43.34,20.85,71,377,2,33.87,CDI,Master,Propriétaire,Bon,Automobile,0
60,50.22,18.45,54,780,8,70.65,Indépendant,Master,Locataire,Acceptable,Consommation,1
79,145.9,30.19,77,685,3,82.65,CDD,Bac,Locataire,Acceptable,Immobilier,1
51,114.19,5.38,27,493,9,34.63,CDD,Licence,Propriétaire,Excellent,Immobilier,1
42,109.45,8.72,31,402,10,8.55,Indépendant,Bac,Propriétaire,Excellent,Immobilier,0
67,130.15,10.68,14,675,10,29.63,CDD,Bac,Locataire,Bon,Professionnel,1
46,30.64,13.34,26,586,3,13.74,Retraité,Licence,Propriétaire,Bon,Immobilier,0
74,110.3,28.04,68,781,5,46.74,CDD,Bac,Locataire,Excellent,Immobilier,0
56,83.0,49.65,11,549,7,15.59,CDD,Bac,Propriétaire,Bon,Automobile,1
48,126.94,34.37,19,500,6,46.28,CDD,Master,Locataire,Mauvais,Immobilier,1
73,83.6,7.76,38,835,3,22.1,Indépendant,Licence,Locataire,Bon,Immobilier,1
64,98.73,28.65,76,760,3,73.87,CDD,Master,Locataire,Bon,Automobile,1
60,79.5,27.35,29,599,4,2.76,CDD,Licence,Propriétaire,Acceptable,Automobile,1
67,79.55,11.49,78,777,9,55.47,Retraité,Master,Propriétaire,Excellent,Automobile,1
40,118.68,46.41,80,382,4,16.95,CDD,Licence,Propriétaire,Bon,Consommation,1
61,99.86,24.83,56,757,0,0.1,CDI,Bac,Locataire,Bon,Consommation,0
55,100.49,49.76,7,597,7,86.92,CDD,Licence,Propriétaire,Bon,Automobile,0
37,75.79,23.9,20,663,9,67.15,CDD,Bac,Propriétaire,Mauvais,Automobile,1
40,86.7,32.36,40,339,4,9.89,CDI,Master,Locataire,Bon,Immobilier,0
79,115.67,9.71,41,639,2,66.41,CDD,Licence,Propriétaire,Excellent,Automobile,1
62,126.5,25.44,44,815,2,61.16,Indépendant,Bac,Locataire,Mauvais,Automobile,0
69,109.04,15.74,9,407,3,47.34,CDD,Licence,Locataire,Excellent,Immobilier,1
33,139.75,42.6,69,615,6,41.93,Indépendant,Master,Locataire,Bon,Immobilier,0
67,125.74,40.28,79,413,4,88.71,CDD,Bac,Propriétaire,Bon,Immobilier,1
59,90.85,42.09,11,466,0,24.51,Retraité,Bac,Propriétaire,Mauvais,Automobile,1
77,105.64,37.56,62,560,4,39.83,CDI,Master,Locataire,Bon,Automobile,1
72,140.05,42.47,35,523,4,32.91,CDI,Bac,Propriétaire,Bon,Immobilier,0
25,98.59,14.04,79,561,5,77.12,CDI,Bac,Locataire,Bon,Professionnel,1
67,126.35,25.34,72,550,6,91.65,CDD,Licence,Locataire,Mauvais,Automobile,1
38,107.99,36.13,20,825,4,84.98,CDI,Licence,Propriétaire,Acceptable,Consommation,1
18,89.51,33.68,22,425,10,79.77,CDI,Licence,Locataire,Excellent,Automobile,0
72,47.65,37.24,23,505,1,98.68,CDD,Licence,Locataire,Acceptable,Immobilier,1
25,72.51,15.09,24,439,1,69.71,CDI,Master,Locataire,Acceptable,Professionnel,0
46,145.65,9.43,81,361,3,75.11,CDD,Master,Locataire,Acceptable,Consommation,1
49,103.8,46.26,74,582,0,98.28,Indépendant,Doctorat,Locataire,Acceptable,Automobile,1
55,91.19,30.21,29,353,6,0.7,Indépendant,Licence,Propriétaire,Bon,Immobilier,1
